430,32,11
494,32,12
558,32,13
620,32,14
50,33,5
114,33,6
178,33,7
242,33,8
304,33,9
368,33,10
432,33,11
496,33,12
560,33,13
622,33,14
52,34,5
116,34,6
180,34,7
244,34,8
306,34,9
370,34,10
434,34,11
498,34,12
562,34,13
624,34,14
54,35,5
118,35,6
182,35,7
246,35,8
308,35,9
372,35,10
436,35,11
500,35,12
564,35,13
626,35,14
56,36,5
120,36,6
184,36,7
248,36,8
310,36,9
374,36,10
438,36,11
502,36,12
566,36,13
628,36,14
58,37,5
122,37,6
186,37,7
250,37,8
312,37,9
376,37,10
440,37,11
504,37,12
568,37,13
630,37,14
60,38,5
124,38,6
188,38,7
252,38,8
314,38,9
378,38,10
442,38,11
506,38,12
570,38,13
632,38,14
62,39,5
126,39,6
190,39,7
254,39,8
316,39,9
380,39,10
444,39,11
508,39,12
572,39,13
634,39,14
64,40,5
128,40,6
192,40,7
256,40,8
318,40,9
382,40,10
446,40,11
510,40,12
574,40,13
636,40,14
